pipeline,model,target,track,feature_set,seed,test_rmse
opx,RF,T_C,opx_only,pwlr,47,151.68722669218934
opx,RF,T_C,opx_only,pwlr,48,151.37121403227877
opx,RF,T_C,opx_only,pwlr,49,151.00933669225407
opx,RF,T_C,opx_only,pwlr,50,150.99421059298683
opx,RF,T_C,opx_only,pwlr,51,150.83095601092856
opx,RF,T_C,opx_only,pwlr,52,150.90897225329897
opx,RF,T_C,opx_only,pwlr,53,152.42198997426544
opx,RF,T_C,opx_only,pwlr,54,153.8615427421383
opx,RF,T_C,opx_only,pwlr,55,151.3740535086955
opx,RF,T_C,opx_only,pwlr,56,152.5606030818434
opx,RF,T_C,opx_only,pwlr,57,151.95034419211967
opx,RF,T_C,opx_only,pwlr,58,151.58196734791804
opx,RF,T_C,opx_only,pwlr,59,153.77255660269913
opx,RF,T_C,opx_only,pwlr,60,150.91996284488906
opx,RF,T_C,opx_only,pwlr,61,151.88661733797787
opx,RF,T_C,opx_liq,raw,42,88.00002150509987
opx,RF,T_C,opx_liq,raw,43,88.37250527145086
opx,RF,T_C,opx_liq,raw,44,88.22354297249343
opx,RF,T_C,opx_liq,raw,45,88.31912040137108
opx,RF,T_C,opx_liq,raw,46,88.68036035150894
opx,RF,T_C,opx_liq,raw,47,87.8241559074525
opx,RF,T_C,opx_liq,raw,48,88.40831394842432
opx,RF,T_C,opx_liq,raw,49,88.04907245775135
opx,RF,T_C,opx_liq,raw,50,87.73203813636758
opx,RF,T_C,opx_liq,raw,51,88.31088753949678
opx,RF,T_C,opx_liq,raw,52,88.10958764902878
opx,RF,T_C,opx_liq,raw,53,87.85225813484111
opx,RF,T_C,opx_liq,raw,54,87.76945737212404
opx,RF,T_C,opx_liq,raw,55,87.84760090554953
opx,RF,T_C,opx_liq,raw,56,88.04238121788067
opx,RF,T_C,opx_liq,raw,57,88.83964634852605
opx,RF,T_C,opx_liq,raw,58,88.10259828863269
opx,RF,T_C,opx_liq,raw,59,88.31453668935183
opx,RF,T_C,opx_liq,raw,60,88.67375691227842
opx,RF,T_C,opx_liq,raw,61,88.65769392758544
opx,RF,T_C,opx_liq,alr,42,87.06672081186454
opx,RF,T_C,opx_liq,alr,43,87.24389793115897
opx,RF,T_C,opx_liq,alr,44,87.55392726012091
opx,RF,T_C,opx_liq,alr,45,87.1837852157596
opx,RF,T_C,opx_liq,alr,46,86.98173955811674
opx,RF,T_C,opx_liq,alr,47,86.23195254568752
opx,RF,T_C,opx_liq,alr,48,86.74536854513306
opx,RF,T_C,opx_liq,alr,49,86.55314363530395
opx,RF,T_C,opx_liq,alr,50,87.05528115202556
opx,RF,T_C,opx_liq,alr,51,86.68139517586081
opx,RF,T_C,opx_liq,alr,52,86.66929640628366
opx,RF,T_C,opx_liq,alr,53,86.9383432249112
opx,RF,T_C,opx_liq,alr,54,87.12952979436132
opx,RF,T_C,opx_liq,alr,55,87.0134386597215
opx,RF,T_C,opx_liq,alr,56,86.87635607794726
opx,RF,T_C,opx_liq,alr,57,87.23114434637579
opx,RF,T_C,opx_liq,alr,58,86.44322055848285
opx,RF,T_C,opx_liq,alr,59,87.18007681179003
opx,RF,T_C,opx_liq,alr,60,86.55772110940335
opx,RF,T_C,opx_liq,alr,61,86.47448966265853
opx,RF,T_C,opx_liq,pwlr,42,84.89279850533423
opx,RF,T_C,opx_liq,pwlr,43,84.83934614050575
opx,RF,T_C,opx_liq,pwlr,44,85.34686450886198
opx,RF,T_C,opx_liq,pwlr,45,84.69039481098895
opx,RF,T_C,opx_liq,pwlr,46,84.3309443187709
opx,RF,T_C,opx_liq,pwlr,47,85.22205777024364
opx,RF,T_C,opx_liq,pwlr,48,84.93028014936878
opx,RF,T_C,opx_liq,pwlr,49,84.92382239879021
opx,RF,T_C,opx_liq,pwlr,50,84.97537265229761
opx,RF,T_C,opx_liq,pwlr,51,84.9188654282948
opx,RF,T_C,opx_liq,pwlr,52,85.13537132981283
opx,RF,T_C,opx_liq,pwlr,53,84.56562637308221
opx,RF,T_C,opx_liq,pwlr,54,85.08307411179304
opx,RF,T_C,opx_liq,pwlr,55,85.15183316827583
opx,RF,T_C,opx_liq,pwlr,56,84.6793097671021
opx,RF,T_C,opx_liq,pwlr,57,84.65394593603932
opx,RF,T_C,opx_liq,pwlr,58,84.8751153708474
opx,RF,T_C,opx_liq,pwlr,59,84.79922379197986
opx,RF,T_C,opx_liq,pwlr,60,84.60643701153673
opx,RF,T_C,opx_liq,pwlr,61,85.04423765208274
opx,RF,P_kbar,opx_only,raw,42,12.259346060811689
opx,RF,P_kbar,opx_only,raw,43,12.199112583148088
opx,RF,P_kbar,opx_only,raw,44,12.233954175370268
opx,RF,P_kbar,opx_only,raw,45,12.301413447359568
opx,RF,P_kbar,opx_only,raw,46,12.321255163733708
opx,RF,P_kbar,opx_only,raw,47,12.154017115752003
opx,RF,P_kbar,opx_only,raw,48,12.16750583489435
opx,RF,P_kbar,opx_only,raw,49,12.17310208866841
opx,RF,P_kbar,opx_only,raw,50,12.05444316434509
opx,RF,P_kbar,opx_only,raw,51,12.207114161421275
opx,RF,P_kbar,opx_only,raw,52,12.11721238608188
opx,RF,P_kbar,opx_only,raw,53,12.029804362300476
opx,RF,P_kbar,opx_only,raw,54,12.20000128854494
opx,RF,P_kbar,opx_only,raw,55,12.094064127849638
opx,RF,P_kbar,opx_only,raw,56,12.131823250770497
opx,RF,P_kbar,opx_only,raw,57,12.17985802343479
opx,RF,P_kbar,opx_only,raw,58,12.22304888743252
opx,RF,P_kbar,opx_only,raw,59,12.27787649265056
opx,RF,P_kbar,opx_only,raw,60,12.10681926045164
opx,RF,P_kbar,opx_only,raw,61,12.144239202007617
opx,RF,P_kbar,opx_only,alr,42,11.10107032422439
opx,RF,P_kbar,opx_only,alr,43,11.218808940280416
opx,RF,P_kbar,opx_only,alr,44,11.10356125448356
opx,RF,P_kbar,opx_only,alr,45,11.14458607072085
opx,RF,P_kbar,opx_only,alr,46,11.14678763422808
opx,RF,P_kbar,opx_only,alr,47,11.069302884073624
opx,RF,P_kbar,opx_only,alr,48,11.162539458575372
opx,RF,P_kbar,opx_only,alr,49,10.93440772885631
opx,RF,P_kbar,opx_only,alr,50,10.953665902737798
opx,RF,P_kbar,opx_only,alr,51,11.086030662729204
opx,RF,P_kbar,opx_only,alr,52,11.181136597011774
opx,RF,P_kbar,opx_only,alr,53,10.964421595061188
opx,RF,P_kbar,opx_only,alr,54,10.945750534089653
opx,RF,P_kbar,opx_only,alr,55,11.086564994686116
opx,RF,P_kbar,opx_only,alr,56,11.05249151828931
opx,RF,P_kbar,opx_only,alr,57,10.986101447184032
opx,RF,P_kbar,opx_only,alr,58,11.15159453551238
opx,RF,P_kbar,opx_only,alr,59,11.0323514250369
opx,RF,P_kbar,opx_only,alr,60,11.158585822568826
opx,RF,P_kbar,opx_only,alr,61,10.986785988625083
opx,RF,P_kbar,opx_only,pwlr,42,10.327722797494394
opx,RF,P_kbar,opx_only,pwlr,43,10.373307035680364
opx,RF,P_kbar,opx_only,pwlr,44,10.385348111807096
opx,RF,P_kbar,opx_only,pwlr,45,10.387834353101772
opx,RF,P_kbar,opx_only,pwlr,46,10.308284153205204
opx,RF,P_kbar,opx_only,pwlr,47,10.381169074917333
opx,RF,P_kbar,opx_only,pwlr,48,10.395916434160926
opx,RF,P_kbar,opx_only,pwlr,49,10.368392826508824
opx,RF,P_kbar,opx_only,pwlr,50,10.229500270534931
opx,RF,P_kbar,opx_only,pwlr,51,10.374091334132949
opx,RF,P_kbar,opx_only,pwlr,52,10.320758078137716
opx,RF,P_kbar,opx_only,pwlr,53,10.335893875732598
opx,RF,P_kbar,opx_only,pwlr,54,10.358213334607289
opx,RF,P_kbar,opx_only,pwlr,55,10.314630448329575
opx,RF,P_kbar,opx_only,pwlr,56,10.36951973305282
opx,RF,P_kbar,opx_only,pwlr,57,10.351905277367113
opx,RF,P_kbar,opx_only,pwlr,58,10.33365916197223
opx,RF,P_kbar,opx_only,pwlr,59,10.362258383872012
opx,RF,P_kbar,opx_only,pwlr,60,10.39517725299423
opx,RF,P_kbar,opx_only,pwlr,61,10.273515579301028
opx,RF,P_kbar,opx_liq,raw,42,5.42136820051842
opx,RF,P_kbar,opx_liq,raw,43,5.430769708445557
opx,RF,P_kbar,opx_liq,raw,44,5.469919424002671
opx,RF,P_kbar,opx_liq,raw,45,5.373763737714603
opx,RF,P_kbar,opx_liq,raw,46,5.364528206378281
opx,RF,P_kbar,opx_liq,raw,47,5.393798405847041
opx,RF,P_kbar,opx_liq,raw,48,5.418746212064239
opx,RF,P_kbar,opx_liq,raw,49,5.475519266527619
opx,RF,P_kbar,opx_liq,raw,50,5.389920133104326
opx,RF,P_kbar,opx_liq,raw,51,5.329309840429166
opx,RF,P_kbar,opx_liq,raw,52,5.388637696643966
opx,RF,P_kbar,opx_liq,raw,53,5.399981490982477
opx,RF,P_kbar,opx_liq,raw,54,5.402141564357699
opx,RF,P_kbar,opx_liq,raw,55,5.434119418379775
opx,RF,P_kbar,opx_liq,raw,56,5.339791626642708
opx,RF,P_kbar,opx_liq,raw,57,5.454980266935959
opx,RF,P_kbar,opx_liq,raw,58,5.345880027155674
opx,RF,P_kbar,opx_liq,raw,59,5.4022859142449
opx,RF,P_kbar,opx_liq,raw,60,5.441200813515422
opx,RF,P_kbar,opx_liq,raw,61,5.354957178710028
opx,RF,P_kbar,opx_liq,alr,42,5.065722658162609
opx,RF,P_kbar,opx_liq,alr,43,5.063392532485562
opx,RF,P_kbar,opx_liq,alr,44,5.097577164101618
opx,RF,P_kbar,opx_liq,alr,45,4.983130508450803
opx,RF,P_kbar,opx_liq,alr,46,5.108880479786854
opx,RF,P_kbar,opx_liq,alr,47,5.020525726797682
opx,RF,P_kbar,opx_liq,alr,48,5.053611338023325
opx,RF,P_kbar,opx_liq,alr,49,5.084408308215148
opx,RF,P_kbar,opx_liq,alr,50,5.01178681539642
opx,RF,P_kbar,opx_liq,alr,51,5.04030896449503
opx,RF,P_kbar,opx_liq,alr,52,5.013231705136218
opx,RF,P_kbar,opx_liq,alr,53,5.087419930936309
opx,RF,P_kbar,opx_liq,alr,54,5.104485796790827
opx,RF,P_kbar,opx_liq,alr,55,5.106261206921833
opx,RF,P_kbar,opx_liq,alr,56,5.031568719026561
opx,RF,P_kbar,opx_liq,alr,57,5.028816830378555
opx,RF,P_kbar,opx_liq,alr,58,5.102939364627838
opx,RF,P_kbar,opx_liq,alr,59,5.072414094093755
opx,RF,P_kbar,opx_liq,alr,60,5.0607789886315055
opx,RF,P_kbar,opx_liq,alr,61,4.873695273642589
opx,RF,P_kbar,opx_liq,pwlr,42,5.249150516567117
opx,RF,P_kbar,opx_liq,pwlr,43,5.294080448796481
opx,RF,P_kbar,opx_liq,pwlr,44,5.187591198360718
opx,RF,P_kbar,opx_liq,pwlr,45,5.192991443533947
opx,RF,P_kbar,opx_liq,pwlr,46,5.183877759622035
opx,RF,P_kbar,opx_liq,pwlr,47,5.389091073059587
opx,RF,P_kbar,opx_liq,pwlr,48,5.252021108608718
opx,RF,P_kbar,opx_liq,pwlr,49,5.344446714356893
opx,RF,P_kbar,opx_liq,pwlr,50,5.304765573021591
opx,RF,P_kbar,opx_liq,pwlr,51,5.21376656520154
opx,RF,P_kbar,opx_liq,pwlr,52,5.317438576092149
opx,RF,P_kbar,opx_liq,pwlr,53,5.232058831237973
opx,RF,P_kbar,opx_liq,pwlr,54,5.354838994968199
opx,RF,P_kbar,opx_liq,pwlr,55,5.312862285727056
opx,RF,P_kbar,opx_liq,pwlr,56,5.313266536265387
opx,RF,P_kbar,opx_liq,pwlr,57,5.285851199273832
opx,RF,P_kbar,opx_liq,pwlr,58,5.317813658255433
opx,RF,P_kbar,opx_liq,pwlr,59,5.293859232802645
opx,RF,P_kbar,opx_liq,pwlr,60,5.272518382227873
opx,RF,P_kbar,opx_liq,pwlr,61,5.334291684987725
opx,ERT,T_C,opx_only,raw,42,163.1198930324352
opx,ERT,T_C,opx_only,raw,43,162.83884254513038
opx,ERT,T_C,opx_only,raw,44,162.76671482941595
opx,ERT,T_C,opx_only,raw,45,163.05928821941774
opx,ERT,T_C,opx_only,raw,46,163.7703081856408
opx,ERT,T_C,opx_only,raw,47,164.01670501184014
opx,ERT,T_C,opx_only,raw,48,162.9610390968404
opx,ERT,T_C,opx_only,raw,49,162.80602702127294
opx,ERT,T_C,opx_only,raw,50,162.50754970741852
opx,ERT,T_C,opx_only,raw,51,161.29813557905734
opx,ERT,T_C,opx_only,raw,52,161.58860292330468
opx,ERT,T_C,opx_only,raw,53,162.81288610244115
opx,ERT,T_C,opx_only,raw,54,162.06840837107484
opx,ERT,T_C,opx_only,raw,55,161.46739703710193
opx,ERT,T_C,opx_only,raw,56,162.73013625334215
opx,ERT,T_C,opx_only,raw,57,164.2213786146663
opx,ERT,T_C,opx_only,raw,58,161.1833266200491
opx,ERT,T_C,opx_only,raw,59,162.27689411443225
opx,ERT,T_C,opx_only,raw,60,162.92553917192777
opx,ERT,T_C,opx_only,raw,61,162.693796819066
opx,ERT,T_C,opx_only,alr,42,167.5614912611805
opx,ERT,T_C,opx_only,alr,43,169.02067707624224
opx,ERT,T_C,opx_only,alr,44,169.76089727996725
opx,ERT,T_C,opx_only,alr,45,169.51091853442676
opx,ERT,T_C,opx_only,alr,46,169.7260027171818
opx,ERT,T_C,opx_only,alr,47,169.2727286531363
opx,ERT,T_C,opx_only,alr,48,168.64666852584284
opx,ERT,T_C,opx_only,alr,49,169.2362940601497
opx,ERT,T_C,opx_only,alr,50,170.5039574667692
opx,ERT,T_C,opx_only,alr,51,168.9790983838296
opx,ERT,T_C,opx_only,alr,52,169.86645317740732
opx,ERT,T_C,opx_only,alr,53,168.85007102701516
opx,ERT,T_C,opx_only,alr,54,169.7928257328005
opx,ERT,T_C,opx_only,alr,55,169.02644673772173
opx,ERT,T_C,opx_only,alr,56,170.3206325576456
opx,ERT,T_C,opx_only,alr,57,167.35321744757437
opx,ERT,T_C,opx_only,alr,58,169.2682397321547
opx,ERT,T_C,opx_only,alr,59,169.76591292376122
opx,ERT,T_C,opx_only,alr,60,168.59868517813044
opx,ERT,T_C,opx_only,alr,61,169.2773853095893
opx,ERT,T_C,opx_only,pwlr,42,158.7682524348852
opx,ERT,T_C,opx_only,pwlr,43,157.83652471373264
opx,ERT,T_C,opx_only,pwlr,44,160.312456362912
opx,ERT,T_C,opx_only,pwlr,45,160.12363792311697
opx,ERT,T_C,opx_only,pwlr,46,159.09005616874205
opx,ERT,T_C,opx_only,pwlr,47,160.41446484569582
opx,ERT,T_C,opx_only,pwlr,48,158.99940083820945
opx,ERT,T_C,opx_only,pwlr,49,160.20909739976082
opx,ERT,T_C,opx_only,pwlr,50,159.66942853198822
opx,ERT,T_C,opx_only,pwlr,51,159.39138215476987
opx,ERT,T_C,opx_only,pwlr,52,159.32565120472356
opx,ERT,T_C,opx_only,pwlr,53,157.24805181670533
opx,ERT,T_C,opx_only,pwlr,54,159.053104735854
opx,ERT,T_C,opx_only,pwlr,55,158.41703139535167
opx,ERT,T_C,opx_only,pwlr,56,160.7346077233653
opx,ERT,T_C,opx_only,pwlr,57,159.27167893655837
opx,ERT,T_C,opx_only,pwlr,58,158.93373862655184
opx,ERT,T_C,opx_only,pwlr,59,161.07959629188903
opx,ERT,T_C,opx_only,pwlr,60,159.32443665894706
opx,ERT,T_C,opx_only,pwlr,61,158.73747014845475
opx,ERT,T_C,opx_liq,raw,42,90.91379911216924
opx,ERT,T_C,opx_liq,raw,43,90.39102969830864
opx,ERT,T_C,opx_liq,raw,44,90.48252545720872
opx,ERT,T_C,opx_liq,raw,45,90.74115226996469
opx,ERT,T_C,opx_liq,raw,46,90.49733430667584
opx,ERT,T_C,opx_liq,raw,47,90.7694098036768
opx,ERT,T_C,opx_liq,raw,48,89.82019894109578
opx,ERT,T_C,opx_liq,raw,49,90.58893587713756
opx,ERT,T_C,opx_liq,raw,50,90.79480333679054
opx,ERT,T_C,opx_liq,raw,51,90.12327909897738
opx,ERT,T_C,opx_liq,raw,52,89.97779758063616
opx,ERT,T_C,opx_liq,raw,53,90.62509977886198
opx,ERT,T_C,opx_liq,raw,54,90.39429886019472
opx,ERT,T_C,opx_liq,raw,55,90.51689888975643
opx,ERT,T_C,opx_liq,raw,56,90.1622500385006
opx,ERT,T_C,opx_liq,raw,57,90.55339557913118
opx,ERT,T_C,opx_liq,raw,58,90.76090750897325
opx,ERT,T_C,opx_liq,raw,59,90.72068153747136
opx,ERT,T_C,opx_liq,raw,60,90.88077047446151
opx,ERT,T_C,opx_liq,raw,61,90.34569384803812
opx,ERT,T_C,opx_liq,alr,42,91.84259600746492
opx,ERT,T_C,opx_liq,alr,43,90.63951573239176
opx,ERT,T_C,opx_liq,alr,44,92.00440265217286
opx,ERT,T_C,opx_liq,alr,45,92.03612715507091
opx,ERT,T_C,opx_liq,alr,46,91.6556589656904
opx,ERT,T_C,opx_liq,alr,47,90.5572861017596
opx,ERT,T_C,opx_liq,alr,48,92.75802421295724
opx,ERT,T_C,opx_liq,alr,49,91.6417989232967
opx,ERT,T_C,opx_liq,alr,50,93.4253416596023
opx,ERT,T_C,opx_liq,alr,51,91.23805804609503
opx,ERT,T_C,opx_liq,alr,52,91.7649035548885
opx,ERT,T_C,opx_liq,alr,53,92.5951839661949
opx,ERT,T_C,opx_liq,alr,54,93.45052298435247
opx,ERT,T_C,opx_liq,alr,55,93.10120172319948
opx,ERT,T_C,opx_liq,alr,56,94.08602923044576
opx,ERT,T_C,opx_liq,alr,57,92.39508923281146
opx,ERT,T_C,opx_liq,alr,58,91.5160864330612
opx,ERT,T_C,opx_liq,alr,59,92.31589382435426
opx,ERT,T_C,opx_liq,alr,60,91.96193326525584
opx,ERT,T_C,opx_liq,alr,61,91.4289708427169
opx,ERT,T_C,opx_liq,pwlr,42,86.62753117460501
opx,ERT,T_C,opx_liq,pwlr,43,86.75412986011756
opx,ERT,T_C,opx_liq,pwlr,44,86.78822826609644
opx,ERT,T_C,opx_liq,pwlr,45,87.33624060456636
opx,ERT,T_C,opx_liq,pwlr,46,86.6004178384821
opx,ERT,T_C,opx_liq,pwlr,47,86.75648221274515
opx,ERT,T_C,opx_liq,pwlr,48,86.68523640335043
opx,ERT,T_C,opx_liq,pwlr,49,86.24780348300784
opx,ERT,T_C,opx_liq,pwlr,50,87.21070022358587
opx,ERT,T_C,opx_liq,pwlr,51,86.16657912755598
opx,ERT,T_C,opx_liq,pwlr,52,86.71350706562717
opx,ERT,T_C,opx_liq,pwlr,53,87.07161885992461
opx,ERT,T_C,opx_liq,pwlr,54,87.14948346918722
opx,ERT,T_C,opx_liq,pwlr,55,86.95453621140284
opx,ERT,T_C,opx_liq,pwlr,56,86.99613045569647
opx,ERT,T_C,opx_liq,pwlr,57,87.13413011474567
opx,ERT,T_C,opx_liq,pwlr,58,86.44063140717164
opx,ERT,T_C,opx_liq,pwlr,59,87.44308181074737
opx,ERT,T_C,opx_liq,pwlr,60,87.4842482947924
opx,ERT,T_C,opx_liq,pwlr,61,86.83252989591931
opx,ERT,P_kbar,opx_only,raw,42,12.102255702827854
opx,ERT,P_kbar,opx_only,raw,43,12.147705876865595
opx,ERT,P_kbar,opx_only,raw,44,12.19564541659149
opx,ERT,P_kbar,opx_only,raw,45,12.081035178432112
opx,ERT,P_kbar,opx_only,raw,46,12.243105469008633
opx,ERT,P_kbar,opx_only,raw,47,12.137599291465216
opx,ERT,P_kbar,opx_only,raw,48,12.23990401545002
opx,ERT,P_kbar,opx_only,raw,49,12.047500092386
opx,ERT,P_kbar,opx_only,raw,50,12.181630183537676
opx,ERT,P_kbar,opx_only,raw,51,12.199318119965344
opx,ERT,P_kbar,opx_only,raw,52,12.170795506534777
opx,ERT,P_kbar,opx_only,raw,53,12.166961073083948
opx,ERT,P_kbar,opx_only,raw,54,12.232638515897849
opx,ERT,P_kbar,opx_only,raw,55,12.131572749341654
opx,ERT,P_kbar,opx_only,raw,56,12.150074304729818
opx,ERT,P_kbar,opx_only,raw,57,12.076913984032942
opx,ERT,P_kbar,opx_only,raw,58,12.103770156863698
opx,ERT,P_kbar,opx_only,raw,59,12.002434671070626
opx,ERT,P_kbar,opx_only,raw,60,11.985445984850776
opx,ERT,P_kbar,opx_only,raw,61,12.146154890590752
opx,ERT,P_kbar,opx_only,alr,42,11.089994665435292
opx,ERT,P_kbar,opx_only,alr,43,10.992997564777005
opx,ERT,P_kbar,opx_only,alr,44,11.134219583774309
opx,ERT,P_kbar,opx_only,alr,45,10.947583108584018
opx,ERT,P_kbar,opx_only,alr,46,10.96750535730045
opx,ERT,P_kbar,opx_only,alr,47,10.874881086017451
opx,ERT,P_kbar,opx_only,alr,48,10.935261548539012
opx,ERT,P_kbar,opx_only,alr,49,10.864535784703463
opx,ERT,P_kbar,opx_only,alr,50,10.85732170597426
opx,ERT,P_kbar,opx_only,alr,51,10.944410882934273
opx,ERT,P_kbar,opx_only,alr,52,10.981260348463165
opx,ERT,P_kbar,opx_only,alr,53,10.940979184486986
opx,ERT,P_kbar,opx_only,alr,54,10.872132989956269
opx,ERT,P_kbar,opx_only,alr,55,11.153436723024877
opx,ERT,P_kbar,opx_only,alr,56,10.947206578884847
opx,ERT,P_kbar,opx_only,alr,57,11.017863605520386
opx,ERT,P_kbar,opx_only,alr,58,11.093241868441837
opx,ERT,P_kbar,opx_only,alr,59,10.76193801898776
opx,ERT,P_kbar,opx_only,alr,60,10.996389825359524
opx,ERT,P_kbar,opx_only,alr,61,11.145129259777727
opx,ERT,P_kbar,opx_only,pwlr,42,10.885709307356295
opx,ERT,P_kbar,opx_only,pwlr,43,10.926153226468054
opx,ERT,P_kbar,opx_only,pwlr,44,10.9303719379122
opx,ERT,P_kbar,opx_only,pwlr,45,10.912820795906503
opx,ERT,P_kbar,opx_only,pwlr,46,10.80091474857477
opx,ERT,P_kbar,opx_only,pwlr,47,11.01265942093188
opx,ERT,P_kbar,opx_only,pwlr,48,11.091481419528188
opx,ERT,P_kbar,opx_only,pwlr,49,10.774459115678708
opx,ERT,P_kbar,opx_only,pwlr,50,10.64634371240447
opx,ERT,P_kbar,opx_only,pwlr,51,10.841183014636142
opx,ERT,P_kbar,opx_only,pwlr,52,10.74861446530594
opx,ERT,P_kbar,opx_only,pwlr,53,10.868978017630427
opx,ERT,P_kbar,opx_only,pwlr,54,10.760739924104378
opx,ERT,P_kbar,opx_only,pwlr,55,10.973381113444695
opx,ERT,P_kbar,opx_only,pwlr,56,10.786962098206544
opx,ERT,P_kbar,opx_only,pwlr,57,10.94961460051682
opx,ERT,P_kbar,opx_only,pwlr,58,10.9941096253073
opx,ERT,P_kbar,opx_only,pwlr,59,10.929999325324191
opx,ERT,P_kbar,opx_only,pwlr,60,10.907896539304671
opx,ERT,P_kbar,opx_only,pwlr,61,10.840697845105383
opx,ERT,P_kbar,opx_liq,raw,42,5.716456434300911
opx,ERT,P_kbar,opx_liq,raw,43,5.786317910861509
opx,ERT,P_kbar,opx_liq,raw,44,5.738064990734195
opx,ERT,P_kbar,opx_liq,raw,45,5.765653971016186
opx,ERT,P_kbar,opx_liq,raw,46,5.740453547740311
opx,ERT,P_kbar,opx_liq,raw,47,5.773149816091378
opx,ERT,P_kbar,opx_liq,raw,48,5.758974044415128
opx,ERT,P_kbar,opx_liq,raw,49,5.759039945844564
opx,ERT,P_kbar,opx_liq,raw,50,5.702424176817364
opx,ERT,P_kbar,opx_liq,raw,51,5.781589485995331
opx,ERT,P_kbar,opx_liq,raw,52,5.63432190162713
opx,ERT,P_kbar,opx_liq,raw,53,5.703744403284705
opx,ERT,P_kbar,opx_liq,raw,54,5.685801460237708
opx,ERT,P_kbar,opx_liq,raw,55,5.687094338137617
opx,ERT,P_kbar,opx_liq,raw,56,5.8296363661724655
opx,ERT,P_kbar,opx_liq,raw,57,5.7307835803617735
opx,ERT,P_kbar,opx_liq,raw,58,5.8080188380177935
opx,ERT,P_kbar,opx_liq,raw,59,5.698084703145646
opx,ERT,P_kbar,opx_liq,raw,60,5.753951089089158
opx,ERT,P_kbar,opx_liq,raw,61,5.718557509813278
opx,ERT,P_kbar,opx_liq,alr,42,6.6496458465320005
opx,ERT,P_kbar,opx_liq,alr,43,6.669012303405268
opx,ERT,P_kbar,opx_liq,alr,44,6.63861040059261
opx,ERT,P_kbar,opx_liq,alr,45,6.596945639003976
opx,ERT,P_kbar,opx_liq,alr,46,6.647043586808223
opx,ERT,P_kbar,opx_liq,alr,47,6.673387394821604
opx,ERT,P_kbar,opx_liq,alr,48,6.567845986695758
opx,ERT,P_kbar,opx_liq,alr,49,6.718596519747317
opx,ERT,P_kbar,opx_liq,alr,50,6.640256157143506
opx,ERT,P_kbar,opx_liq,alr,51,6.618126552880304
opx,ERT,P_kbar,opx_liq,alr,52,6.593713537891683
opx,ERT,P_kbar,opx_liq,alr,53,6.626056954370555
opx,ERT,P_kbar,opx_liq,alr,54,6.57697157958887
opx,ERT,P_kbar,opx_liq,alr,55,6.648495299115787
opx,ERT,P_kbar,opx_liq,alr,56,6.709630492521857
opx,ERT,P_kbar,opx_liq,alr,57,6.586033847846791
opx,ERT,P_kbar,opx_liq,alr,58,6.563474345886057
